DestinationID,Name,City,State/UT,Type,Tags,Popularity,RatingCount,BestTimeToVisit,WeatherSummary,Latitude,Longitude,EntryFee,AverageCost,RecommendedDuration,Activities,Accessibility,NearestAirport,NearestRailwayStation,Description,DestinationImage,Hotel1_Name,Hotel1_Link,Hotel1_Price,Hotel2_Name,Hotel2_Link,Hotel2_Price,Hotel3_Name,Hotel3_Link,Hotel3_Price,Hotel4_Name,Hotel4_Link,Hotel4_Price
7364,Dawki Highland,Dawki,Meghalaya,Hill Station,"scenic, nature, weekend getaway, offbeat, family-friendly, popular, spiritual, cultural",8.89,213644,Sep-May,Pleasant 15-30°C,27.3549,91.4045,100,4142,Half day,"Photography, Cable car ride, Nature walks",Wheelchair accessible,Dawki (DAW),Dawki Junction,Famous hill station destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Boutique Hotel Royal,https://www.google.com/search?q=Boutique+Hotel+Royal+Dawki+hotel+booking,1290,Treebo Dawki,https://www.google.com/search?q=Treebo+Dawki+Dawki+hotel+booking,2509,Hyatt Dawki,https://www.google.com/search?q=Hyatt+Dawki+Dawki+hotel+booking,4248,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Dawki+hotel+booking,6708
7365,New Coorg Lake,Coorg,Karnataka,Lake,"scenic, popular, historical, spiritual, weekend getaway, offbeat, nature",9.34,6418,Dec-Feb,Moderate 18-32°C,11.7327,75.2914,100,7441,1-2 hrs,"Bird watching, Boating, Photography",Limited wheelchair,Bangalore (BLR),Coorg Junction,Scenic lake location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Pichola_Lake_Udaipur.jpg/1024px-Pichola_Lake_Udaipur.jpg,Heritage Hotel Lake View,https://www.google.com/search?q=Heritage+Hotel+Lake+View+Coorg+hotel+booking,1373,Hyatt Coorg,https://www.google.com/search?q=Hyatt+Coorg+Coorg+hotel+booking,2506,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Coorg+hotel+booking,4331,Lodge Imperial,https://www.google.com/search?q=Lodge+Imperial+Coorg+hotel+booking,6931
7366,Royal Mandarmani Historic Site II,Mandarmani,West Bengal,Heritage,"cultural, nature, photography, peaceful, historical, offbeat",6.56,279638,Year-round,Humid 25-35°C,23.8499,90.4654,0,1827,3-4 hrs,"Guided tour, Heritage walk, Photography",Wheelchair accessible,Kolkata (CCU),Mandarmani Junction,Must-visit heritage spot in West Bengal,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Taj-Mahal.jpg/1024px-Taj-Mahal.jpg,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Mandarmani+hotel+booking,1585,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Mandarmani+hotel+booking,2474,Marriott Mandarmani,https://www.google.com/search?q=Marriott+Mandarmani+Mandarmani+hotel+booking,3939,Boutique Hotel Imperial,https://www.google.com/search?q=Boutique+Hotel+Imperial+Mandarmani+hotel+booking,6470
7367,Yuksom Trek Point,Yuksom,Sikkim,Adventure,"photography, historical, nature, family-friendly",6.05,113812,May-Oct,Humid 25-35°C,26.5924,75.855,50,5270,4-5 hrs,"Rafting, Camping, Rock climbing",Wheelchair accessible,Yuksom (YUK),Yuksom Junction,Scenic adventure location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Kedarkantha_Trek.jpg/800px-Kedarkantha_Trek.jpg,Heritage Hotel Heritage,https://www.google.com/search?q=Heritage+Hotel+Heritage+Yuksom+hotel+booking,1217,Treebo Yuksom,https://www.google.com/search?q=Treebo+Yuksom+Yuksom+hotel+booking,2716,Heritage Hotel Palace,https://www.google.com/search?q=Heritage+Hotel+Palace+Yuksom+hotel+booking,4237,Palace Hotel Lake View,https://www.google.com/search?q=Palace+Hotel+Lake+View+Yuksom+hotel+booking,6906
7368,Badrinath Historic Site I,Badrinath,Uttarakhand,Heritage,"peaceful, historical, family-friendly, spiritual",6.31,138328,Oct-Mar,Cold 0-15°C,29.6459,77.4216,300,7489,2-3 hrs,"Cultural shows, Guided tour, Photography",Not wheelchair accessible,Badrinath (BAD),Badrinath Junction,Must-visit heritage spot in Uttarakhand,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Varanasi_-_Dashashwamedh_Ghat.jpg/1024px-Varanasi_-_Dashashwamedh_Ghat.jpg,Heritage Hotel Grand,https://www.google.com/search?q=Heritage+Hotel+Grand+Badrinath+hotel+booking,1289,Resort Heritage,https://www.google.com/search?q=Resort+Heritage+Badrinath+hotel+booking,2362,Heritage Hotel Palace,https://www.google.com/search?q=Heritage+Hotel+Palace+Badrinath+hotel+booking,4258,ITC Badrinath,https://www.google.com/search?q=ITC+Badrinath+Badrinath+hotel+booking,6718
7369,Nagpur Reserve Forest,Nagpur,Maharashtra,Wildlife,"scenic, popular, historical, adventure, weekend getaway, spiritual, peaceful",6.48,269822,Oct-Mar,Pleasant 15-30°C,22.6327,70.4565,50,1087,1-2 days,"Safari, Nature photography, Jungle trek",Not wheelchair accessible,Mumbai (BOM),Nagpur Junction,Must-visit wildlife spot in Maharashtra,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Jim_Corbett_National_Park.jpg/1024px-Jim_Corbett_National_Park.jpg,Lodge Nagpur,https://www.google.com/search?q=Lodge+Nagpur+Nagpur+hotel+booking,1753,Treebo Nagpur,https://www.google.com/search?q=Treebo+Nagpur+Nagpur+hotel+booking,2406,Resort Imperial,https://www.google.com/search?q=Resort+Imperial+Nagpur+hotel+booking,3713,Lodge Crown,https://www.google.com/search?q=Lodge+Crown+Nagpur+hotel+booking,6453
7370,Sundarbans Lagoon II,Sundarbans,West Bengal,Lake,"peaceful, family-friendly, weekend getaway, cultural, historical",5.76,86073,Sep-May,Pleasant 15-30°C,22.5944,87.2236,50,5380,2-3 hrs,"Picnic, Bird watching, Photography",Limited wheelchair,Kolkata (CCU),Sundarbans Junction,Must-visit lake spot in West Bengal,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Baga_beach_goa.jpg/1024px-Baga_beach_goa.jpg,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Sundarbans+hotel+booking,1227,Radisson Sundarbans,https://www.google.com/search?q=Radisson+Sundarbans+Sundarbans+hotel+booking,2800,Boutique Hotel Heritage,https://www.google.com/search?q=Boutique+Hotel+Heritage+Sundarbans+hotel+booking,3931,Inn Royal,https://www.google.com/search?q=Inn+Royal+Sundarbans+hotel+booking,6673
7371,Rani Visakhapatnam,Visakhapatnam,Andhra Pradesh,Cave,"peaceful, photography, scenic, spiritual, nature, offbeat",5.93,149759,Oct-Mar,Pleasant 15-30°C,13.2545,77.6438,100,4235,1-2 hrs,"Photography, Cave exploration, Rock climbing",Full wheelchair access,Visakhapatnam (VIS),Visakhapatnam Junction,Popular cave attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Ranthambhore_National_Park_Tiger.jpg/1024px-Ranthambhore_National_Park_Tiger.jpg,Palace Hotel Heritage,https://www.google.com/search?q=Palace+Hotel+Heritage+Visakhapatnam+hotel+booking,1614,Boutique Hotel Palace,https://www.google.com/search?q=Boutique+Hotel+Palace+Visakhapatnam+hotel+booking,2600,Lodge Palace,https://www.google.com/search?q=Lodge+Palace+Visakhapatnam+hotel+booking,3948,Taj Visakhapatnam,https://www.google.com/search?q=Taj+Visakhapatnam+Visakhapatnam+hotel+booking,6452
7372,Royal Kangla Fort,Kangla Fort,Manipur,Heritage,"adventure, peaceful, weekend getaway, spiritual, family-friendly, nature",6.48,429997,Oct-Mar,Moderate 18-32°C,24.9174,89.186,50,5697,1-2 days,"Guided tour, Heritage walk, Photography",Limited wheelchair,Kangla Fort (KAN),Kangla Fort Junction,Popular heritage attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Amer_Fort_Jaipur.jpg/1024px-Amer_Fort_Jaipur.jpg,Palace Hotel Crown,https://www.google.com/search?q=Palace+Hotel+Crown+Kangla+Fort+hotel+booking,1596,Boutique Hotel Royal,https://www.google.com/search?q=Boutique+Hotel+Royal+Kangla+Fort+hotel+booking,2335,Treebo Kangla Fort,https://www.google.com/search?q=Treebo+Kangla+Fort+Kangla+Fort+hotel+booking,4086,Heritage Hotel Heritage,https://www.google.com/search?q=Heritage+Hotel+Heritage+Kangla+Fort+hotel+booking,6680
7373,Moreh III,Moreh,Manipur,Fort,"photography, historical, scenic, popular",9.3,486658,Year-round,Humid 25-35°C,27.5183,94.4971,750,4732,3-4 hrs,"Light & sound show, Fort exploration, Photography",Limited wheelchair,Moreh (MOR),Moreh Junction,Must-visit fort spot in Manipur,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/The_Golden_Temple_of_Amrith.jpg/1024px-The_Golden_Temple_of_Amrith.jpg,Palace Hotel Royal,https://www.google.com/search?q=Palace+Hotel+Royal+Moreh+hotel+booking,1400,Inn Palace,https://www.google.com/search?q=Inn+Palace+Moreh+hotel+booking,2988,Lemon Tree Moreh,https://www.google.com/search?q=Lemon+Tree+Moreh+Moreh+hotel+booking,4333,Taj Moreh,https://www.google.com/search?q=Taj+Moreh+Moreh+hotel+booking,6453
7374,New Thiruvananthapuram I,Thiruvananthapuram,Kerala,Fort,"photography, offbeat, weekend getaway, family-friendly, popular, cultural, adventure",6.01,429726,Dec-Feb,Moderate 18-32°C,12.76,75.4452,750,7745,4-5 hrs,"Photography, Fort exploration, Historical tour",Not wheelchair accessible,Kochi (COK),Thiruvananthapuram Junction,Popular fort attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Baga_beach_goa.jpg/1024px-Baga_beach_goa.jpg,Inn Heritage,https://www.google.com/search?q=Inn+Heritage+Thiruvananthapuram+hotel+booking,1473,Lemon Tree Thiruvananthapuram,https://www.google.com/search?q=Lemon+Tree+Thiruvananthapuram+Thiruvananthapuram+hotel+booking,2660,Taj Thiruvananthapuram,https://www.google.com/search?q=Taj+Thiruvananthapuram+Thiruvananthapuram+hotel+booking,4336,Palace Hotel Grand,https://www.google.com/search?q=Palace+Hotel+Grand+Thiruvananthapuram+hotel+booking,6351
7375,Mon I,Mon,Nagaland,Hill Station,"photography, spiritual, historical, cultural",7.5,98249,Sep-May,Pleasant 15-30°C,27.245,87.4998,0,7236,2-3 hrs,"Photography, Nature walks, Trekking",Limited wheelchair,Mon (MON),Mon Junction,Popular hill station attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Baga_beach_goa.jpg/1024px-Baga_beach_goa.jpg,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Mon+hotel+booking,1418,Lemon Tree Mon,https://www.google.com/search?q=Lemon+Tree+Mon+Mon+hotel+booking,2422,Hotel Palace,https://www.google.com/search?q=Hotel+Palace+Mon+hotel+booking,4221,Palace Hotel Heritage,https://www.google.com/search?q=Palace+Hotel+Heritage+Mon+hotel+booking,6364
7376,Baratang Temple I,Baratang,Andaman and Nicobar Islands,Temple,"offbeat, peaceful, nature, scenic, spiritual, photography",6.23,197506,Nov-Feb,Humid 25-35°C,26.5233,75.4461,200,6949,1-2 hrs,"Prayer, Photography, Religious ceremonies",Wheelchair accessible,Baratang (BAR),Baratang Junction,Must-visit temple spot in Andaman and Nicobar Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/The_Golden_Temple_of_Amrith.jpg/1024px-The_Golden_Temple_of_Amrith.jpg,Lemon Tree Baratang,https://www.google.com/search?q=Lemon+Tree+Baratang+Baratang+hotel+booking,1850,Palace Hotel Lake View,https://www.google.com/search?q=Palace+Hotel+Lake+View+Baratang+hotel+booking,2399,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Baratang+hotel+booking,3882,Lodge Imperial,https://www.google.com/search?q=Lodge+Imperial+Baratang+hotel+booking,6582
7377,Raja Agartala,Agartala,Tripura,Temple,"photography, weekend getaway, historical, family-friendly, cultural, peaceful, nature",9.08,315648,Nov-Feb,Pleasant 15-30°C,23.5552,87.3234,50,6823,3-4 hrs,"Religious ceremonies, Prayer, Architecture tour",Not wheelchair accessible,Agartala (AGA),Agartala Junction,Must-visit temple spot in Tripura,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Valley_of_Flowers_Uttarakhand.jpg/1024px-Valley_of_Flowers_Uttarakhand.jpg,Palace Hotel Palace,https://www.google.com/search?q=Palace+Hotel+Palace+Agartala+hotel+booking,1683,Hyatt Agartala,https://www.google.com/search?q=Hyatt+Agartala+Agartala+hotel+booking,2688,Heritage Hotel Agartala,https://www.google.com/search?q=Heritage+Hotel+Agartala+Agartala+hotel+booking,4388,Radisson Agartala,https://www.google.com/search?q=Radisson+Agartala+Agartala+hotel+booking,6506
7378,Chikmagalur II,Chikmagalur,Karnataka,Garden,"popular, weekend getaway, cultural, historical, spiritual, family-friendly, scenic",8.4,460579,Oct-Mar,Warm 20-35°C,11.564,77.6251,0,901,3-4 hrs,"Picnic, Leisure, Photography",Full wheelchair access,Bangalore (BLR),Chikmagalur Junction,Scenic garden location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Valley_of_Flowers_Uttarakhand.jpg/1024px-Valley_of_Flowers_Uttarakhand.jpg,Lemon Tree Chikmagalur,https://www.google.com/search?q=Lemon+Tree+Chikmagalur+Chikmagalur+hotel+booking,1746,Radisson Chikmagalur,https://www.google.com/search?q=Radisson+Chikmagalur+Chikmagalur+hotel+booking,2829,Boutique Hotel Imperial,https://www.google.com/search?q=Boutique+Hotel+Imperial+Chikmagalur+hotel+booking,4496,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Chikmagalur+hotel+booking,6665
7379,Old Karnataka,Gokarna,Karnataka,Temple,"photography, scenic, spiritual, family-friendly",7.37,136031,Oct-Mar,Humid 25-35°C,13.2795,75.0221,20,6833,Full day,"Prayer, Architecture tour, Photography",Limited wheelchair,Bangalore (BLR),Gokarna Junction,Popular temple attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pangong_tso.jpg/1024px-Pangong_tso.jpg,Inn Palace,https://www.google.com/search?q=Inn+Palace+Gokarna+hotel+booking,1760,Resort Palace,https://www.google.com/search?q=Resort+Palace+Gokarna+hotel+booking,2892,Resort Imperial,https://www.google.com/search?q=Resort+Imperial+Gokarna+hotel+booking,4456,Treebo Gokarna,https://www.google.com/search?q=Treebo+Gokarna+Gokarna+hotel+booking,6944
7380,Durgapur Ocean Beach III,Durgapur,West Bengal,Beach,"historical, peaceful, popular, family-friendly, photography, scenic",7.86,489123,Sep-May,Humid 25-35°C,22.1134,88.9134,300,7667,Half day,"Beach volleyball, Water sports, Surfing",Full wheelchair access,Kolkata (CCU),Durgapur Junction,A beautiful beach destination in Durgapur,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Puri_beach_Odisha.jpg/1024px-Puri_beach_Odisha.jpg,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Durgapur+hotel+booking,1829,Marriott Durgapur,https://www.google.com/search?q=Marriott+Durgapur+Durgapur+hotel+booking,2341,Boutique Hotel Crown,https://www.google.com/search?q=Boutique+Hotel+Crown+Durgapur+hotel+booking,4452,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Durgapur+hotel+booking,6586
7381,Grand Gokarna III,Gokarna,Karnataka,Garden,"weekend getaway, spiritual, cultural, popular, adventure, peaceful, nature",6.65,27953,Oct-Mar,Pleasant 15-30°C,8.033,79.9605,300,5145,2-3 days,"Leisure, Picnic, Nature walk",Partial wheelchair,Bangalore (BLR),Gokarna Junction,Popular garden attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Tea_gardens_Munnar_Kerala.jpg/1024px-Tea_gardens_Munnar_Kerala.jpg,Lodge Royal,https://www.google.com/search?q=Lodge+Royal+Gokarna+hotel+booking,1500,OYO Gokarna,https://www.google.com/search?q=OYO+Gokarna+Gokarna+hotel+booking,2962,Palace Hotel Royal,https://www.google.com/search?q=Palace+Hotel+Royal+Gokarna+hotel+booking,3859,Hotel Grand,https://www.google.com/search?q=Hotel+Grand+Gokarna+hotel+booking,6745
7382,Hisar Cave Complex,Hisar,Haryana,Cave,"historical, family-friendly, offbeat, photography, peaceful, spiritual",6.23,262664,Year-round,Moderate 18-32°C,32.0843,77.2691,1000,2716,Half day,"Rock climbing, Photography, Cave exploration",Partial wheelchair,Hisar (HIS),Hisar Junction,Popular cave attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Ajanta_cave26.jpg/1024px-Ajanta_cave26.jpg,Inn Royal,https://www.google.com/search?q=Inn+Royal+Hisar+hotel+booking,1669,ITC Hisar,https://www.google.com/search?q=ITC+Hisar+Hisar+hotel+booking,2781,Palace Hotel Palace,https://www.google.com/search?q=Palace+Hotel+Palace+Hisar+hotel+booking,3767,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Hisar+hotel+booking,6700
7383,Lucknow Historic Site III,Lucknow,Uttar Pradesh,Heritage,"historical, offbeat, spiritual, adventure, weekend getaway",7.78,12918,Oct-Mar,Pleasant 15-30°C,25.2313,77.1473,500,3747,2-3 hrs,"Photography, Cultural shows, Heritage walk",Wheelchair accessible,Lucknow (LKO),Lucknow Junction,Famous heritage destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pangong_tso.jpg/1024px-Pangong_tso.jpg,Hyatt Lucknow,https://www.google.com/search?q=Hyatt+Lucknow+Lucknow+hotel+booking,1901,Treebo Lucknow,https://www.google.com/search?q=Treebo+Lucknow+Lucknow+hotel+booking,2453,Resort Palace,https://www.google.com/search?q=Resort+Palace+Lucknow+hotel+booking,4286,OYO Lucknow,https://www.google.com/search?q=OYO+Lucknow+Lucknow+hotel+booking,6656
7384,Guwahati 5,Guwahati,Assam,Fort,"nature, offbeat, scenic, peaceful, popular",9.16,399412,Oct-Mar,Moderate 18-32°C,27.6836,92.7434,300,6652,2-3 hrs,"Light & sound show, Historical tour, Fort exploration",Partial wheelchair,Guwahati (GUW),Guwahati Junction,Must-visit fort spot in Assam,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Tea_gardens_Munnar_Kerala.jpg/1024px-Tea_gardens_Munnar_Kerala.jpg,Boutique Hotel Royal,https://www.google.com/search?q=Boutique+Hotel+Royal+Guwahati+hotel+booking,1807,Oberoi Guwahati,https://www.google.com/search?q=Oberoi+Guwahati+Guwahati+hotel+booking,2803,Resort Lake View,https://www.google.com/search?q=Resort+Lake+View+Guwahati+hotel+booking,3879,Radisson Guwahati,https://www.google.com/search?q=Radisson+Guwahati+Guwahati+hotel+booking,6364
7385,Meerut I,Meerut,Uttar Pradesh,Museum,"popular, historical, family-friendly, offbeat, nature, photography, peaceful",6.08,78670,Nov-Feb,Humid 25-35°C,23.8664,79.5786,0,6690,1-2 days,"Guided tour, Photography, Educational visit",Limited wheelchair,Lucknow (LKO),Meerut Junction,A beautiful museum destination in Meerut,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Tea_gardens_Munnar_Kerala.jpg/1024px-Tea_gardens_Munnar_Kerala.jpg,Marriott Meerut,https://www.google.com/search?q=Marriott+Meerut+Meerut+hotel+booking,1489,Boutique Hotel Grand,https://www.google.com/search?q=Boutique+Hotel+Grand+Meerut+hotel+booking,2455,Resort Meerut,https://www.google.com/search?q=Resort+Meerut+Meerut+hotel+booking,4424,Heritage Hotel Palace,https://www.google.com/search?q=Heritage+Hotel+Palace+Meerut+hotel+booking,6301
7386,Kullu Zoo,Kullu,Himachal Pradesh,Garden,"peaceful, adventure, photography, family-friendly",8.5,42183,Mar-Jun,Chilly -5 to 15°C,31.2955,76.0295,1000,6748,1-2 hrs,"Photography, Nature walk, Picnic",Wheelchair accessible,Kullu (KUL),Kullu Junction,Scenic garden location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Manali_Himachal_Pradesh.jpg/1024px-Manali_Himachal_Pradesh.jpg,Hyatt Kullu,https://www.google.com/search?q=Hyatt+Kullu+Kullu+hotel+booking,1264,Radisson Kullu,https://www.google.com/search?q=Radisson+Kullu+Kullu+hotel+booking,2617,Hyatt Kullu,https://www.google.com/search?q=Hyatt+Kullu+Kullu+hotel+booking,3806,Radisson Kullu,https://www.google.com/search?q=Radisson+Kullu+Kullu+hotel+booking,6223
7387,Nohkalikai Falls Adventure Park III,Nohkalikai Falls,Meghalaya,Adventure,"family-friendly, scenic, nature, cultural, offbeat, historical, spiritual",9.46,331185,Nov-Feb,Pleasant 15-30°C,23.1683,94.7681,100,3831,Full day,"Rafting, Rock climbing, Trekking",Not wheelchair accessible,Nohkalikai Falls (NOH),Nohkalikai Falls Junction,Scenic adventure location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Manali_Himachal_Pradesh.jpg/1024px-Manali_Himachal_Pradesh.jpg,Palace Hotel Grand,https://www.google.com/search?q=Palace+Hotel+Grand+Nohkalikai+Falls+hotel+booking,1413,Inn Palace,https://www.google.com/search?q=Inn+Palace+Nohkalikai+Falls+hotel+booking,2925,Lodge Palace,https://www.google.com/search?q=Lodge+Palace+Nohkalikai+Falls+hotel+booking,4377,Heritage Hotel Crown,https://www.google.com/search?q=Heritage+Hotel+Crown+Nohkalikai+Falls+hotel+booking,6653
7388,Panaji Adventure Park,Panaji,Goa,Adventure,"nature, photography, cultural, popular, spiritual, scenic",8.52,331385,Oct-Mar,Warm 20-35°C,20.6788,69.4777,50,2846,Full day,"Rafting, Camping, Trekking",Wheelchair accessible,Goa (GOI),Panaji Junction,Popular adventure attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Thar_Desert_Rajasthan.jpg/1024px-Thar_Desert_Rajasthan.jpg,Resort Crown,https://www.google.com/search?q=Resort+Crown+Panaji+hotel+booking,1233,Resort Palace,https://www.google.com/search?q=Resort+Palace+Panaji+hotel+booking,2657,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Panaji+hotel+booking,4402,Taj Panaji,https://www.google.com/search?q=Taj+Panaji+Panaji+hotel+booking,6476
7389,Neermahal II,Neermahal,Tripura,Museum,"photography, spiritual, cultural, scenic, offbeat, nature",9.65,87161,Sep-May,Humid 25-35°C,25.5027,88.8275,50,2173,4-5 hrs,"Exhibitions, Guided tour, Educational visit",Not wheelchair accessible,Neermahal (NEE),Neermahal Junction,A beautiful museum destination in Neermahal,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Varanasi_-_Dashashwamedh_Ghat.jpg/1024px-Varanasi_-_Dashashwamedh_Ghat.jpg,Boutique Hotel Neermahal,https://www.google.com/search?q=Boutique+Hotel+Neermahal+Neermahal+hotel+booking,1692,Resort Royal,https://www.google.com/search?q=Resort+Royal+Neermahal+hotel+booking,2717,OYO Neermahal,https://www.google.com/search?q=OYO+Neermahal+Neermahal+hotel+booking,4407,Palace Hotel Crown,https://www.google.com/search?q=Palace+Hotel+Crown+Neermahal+hotel+booking,6623
7390,Gulmarg Botanical Garden,Gulmarg,Jammu and Kashmir,Garden,"popular, spiritual, family-friendly, adventure",7.27,434055,Mar-Jun,Cold 0-15°C,32.8392,76.707,750,3766,2-3 hrs,"Picnic, Leisure, Nature walk",Partial wheelchair,Gulmarg (GUL),Gulmarg Junction,Popular garden attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Dal_Lake_Srinagar.jpg/1024px-Dal_Lake_Srinagar.jpg,Palace Hotel Crown,https://www.google.com/search?q=Palace+Hotel+Crown+Gulmarg+hotel+booking,1705,Boutique Hotel Heritage,https://www.google.com/search?q=Boutique+Hotel+Heritage+Gulmarg+hotel+booking,2869,Inn Palace,https://www.google.com/search?q=Inn+Palace+Gulmarg+hotel+booking,4122,Resort Grand,https://www.google.com/search?q=Resort+Grand+Gulmarg+hotel+booking,6958
7391,Warangal National Park,Warangal,Telangana,Wildlife,"historical, offbeat, popular, photography, family-friendly, spiritual",5.54,42479,Sep-May,Warm 20-35°C,14.4493,78.4131,0,1232,1-2 days,"Nature photography, Jungle trek, Bird watching",Full wheelchair access,Hyderabad (HYD),Warangal Junction,Scenic wildlife location perfect for tourists,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Sundarbans_Mangrove_forest.jpg/1024px-Sundarbans_Mangrove_forest.jpg,Resort Grand,https://www.google.com/search?q=Resort+Grand+Warangal+hotel+booking,1202,Heritage Hotel Grand,https://www.google.com/search?q=Heritage+Hotel+Grand+Warangal+hotel+booking,2537,Lodge Palace,https://www.google.com/search?q=Lodge+Palace+Warangal+hotel+booking,3772,Radisson Warangal,https://www.google.com/search?q=Radisson+Warangal+Warangal+hotel+booking,6482
7392,Mathura Ancient Cave,Mathura,Uttar Pradesh,Cave,"cultural, weekend getaway, family-friendly, offbeat, adventure, spiritual, peaceful",8.8,324468,Year-round,Pleasant 15-30°C,20.7232,79.9731,300,5470,4-5 hrs,"Cave exploration, Rock climbing, Photography",Limited wheelchair,Lucknow (LKO),Mathura Junction,Famous cave destination with rich heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Ajanta_cave26.jpg/1024px-Ajanta_cave26.jpg,Heritage Hotel Lake View,https://www.google.com/search?q=Heritage+Hotel+Lake+View+Mathura+hotel+booking,1593,Lodge Heritage,https://www.google.com/search?q=Lodge+Heritage+Mathura+hotel+booking,2864,Hyatt Mathura,https://www.google.com/search?q=Hyatt+Mathura+Mathura+hotel+booking,3752,Taj Mathura,https://www.google.com/search?q=Taj+Mathura+Mathura+hotel+booking,6266
7393,Margao Rafting Point,Margao,Goa,Adventure,"scenic, family-friendly, offbeat, cultural, photography, popular, historical",5.78,340390,Nov-Feb,Moderate 18-32°C,20.7861,71.21,50,1721,4-5 hrs,"Paragliding, Trekking, Rafting",Wheelchair accessible,Goa (GOI),Margao Junction,Must-visit adventure spot in Goa,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Valley_of_Flowers_Uttarakhand.jpg/1024px-Valley_of_Flowers_Uttarakhand.jpg,Hyatt Margao,https://www.google.com/search?q=Hyatt+Margao+Margao+hotel+booking,1218,Lodge Palace,https://www.google.com/search?q=Lodge+Palace+Margao+hotel+booking,2231,Hyatt Margao,https://www.google.com/search?q=Hyatt+Margao+Margao+hotel+booking,4383,Treebo Margao,https://www.google.com/search?q=Treebo+Margao+Margao+hotel+booking,6659
7394,Ambala Backwater,Ambala,Haryana,Lake,"cultural, photography, nature, weekend getaway, offbeat, scenic, spiritual, popular",7.13,12057,Sep-May,Moderate 18-32°C,33.7492,76.3586,50,1154,1-2 days,"Bird watching, Picnic, Photography",Wheelchair accessible,Ambala (AMB),Ambala Junction,Popular lake attraction offering great experiences,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Alappuzha_backwaters.jpg/1024px-Alappuzha_backwaters.jpg,Marriott Ambala,https://www.google.com/search?q=Marriott+Ambala+Ambala+hotel+booking,1418,Lemon Tree Ambala,https://www.google.com/search?q=Lemon+Tree+Ambala+Ambala+hotel+booking,2778,Treebo Ambala,https://www.google.com/search?q=Treebo+Ambala+Ambala+hotel+booking,3768,Heritage Hotel Grand,https://www.google.com/search?q=Heritage+Hotel+Grand+Ambala+hotel+booking,6333
